incident_id,_anchor,facility_id,attack_type_ar,result_ar,description_ar,full_discription_ar
INC-048,Al-Aqsa Martyrs Hospital,FAC-006,الإضرابات,تعرض سطح مبنى الإدارة للضرب، ولحقت أضرار بخزانات المياه والألواح الشمسية.,أفادت وزارة الصحة بتضرر سطح مبنى الإدارة. وصرح المتحدث باسم المستشفى بأن ثلاث ضربات استهدفت المستشفى، مما أدى إلى أضرار في خزانات المياه والألواح الشمسية. وأشار المتحدث إلى أن الطاقم الطبي يواصل عمله في المستشفى.,
INC-049,Al-Aqsa Martyrs Hospital,FAC-006,ضربة مباشرة (في الجوار),أضرار غير مباشرة للمبنى,في الفترة ما بين 17 و19 مايو، تعرض مستشفى الأقصى في دير البلح، والمستشفى الميداني الأردني في خان يونس، ومستشفى كمال عدوان في شمال غزة، لأضرار غير مباشرة عندما أثرت الغارات الإسرائيلية القريبة على مبانيها أو المناطق المحيطة بها.,
INC-050,Al-Aqsa Martyrs Hospital,FAC-006,ضربة مباشرة,تعرض فناء المستشفى لقصف استهدف خيمة للنازحين، مما أسفر عن إصابة خمسة أشخاص، بينهم صحفيان. كما لحقت أضرار بقسم الطب الباطني وخط إمداد الأكسجين التابع له.,في 30 يونيو، أفادت منظمة الصحة العالمية بتعرض خيمة تأوي نازحين داخلياً في ساحة المستشفى لهجوم، مما أسفر عن إصابة خمسة أشخاص، بينهم صحفيان. كما لحقت أضرار بقسم الطب الباطني في المستشفى وخط إمداد الأكسجين التابع له.,
INC-051,Al-Awda Hospital,FAC-003,قصف,أُصيب مسعف واحد، ويبدو أن سيارتي إسعاف قد تضررتا.,مع إصابة أحد أفراد فريق الاستجابة السريعة (PCR) جراء تفشي الوباء، تُظهر الصور سيارتي إسعاف تابعتين للهلال الأحمر الفلسطيني بالقرب من المستشفى، ويبدو أنهما متضررتان. ويُظهر مقطع فيديو آخر أشخاصاً يحتمون داخل سيارة إسعاف وسط قصف عنيف.,
INC-052,Al-Awda Hospital,FAC-003,قصف (في الجوار),قصف في المنطقة. وخرجت بعض سيارات الإسعاف عن الخدمة.,أصيب عدد من الطاقم الطبي في المستشفى، بالإضافة إلى عدد من المسعفين التابعين لجمعية الهلال الأحمر الفلسطيني، خلال عمليات قصف متكررة شنتها قوات الاحتلال في محيط المستشفى، مما تسبب أيضاً في أضرار جسيمة للمستشفى ولعدد من سيارات الإسعاف.,
INC-053,Al-Awda Hospital,FAC-003,هجوم,أسفر الهجوم عن مقتل ثلاثة أطباء ومرافق مريض واحد، وإصابة العديد من المرضى.,تعرض مستشفى العودة لقصف جوي، حيث أصابت الضربة المباشرة الطابقين الثالث والرابع من المبنى. وأسفر ذلك عن مقتل ثلاثة من الكوادر الطبية، طبيبان من منظمة أطباء بلا حدود - الدكتور محمود أبو نجيلة والدكتور أحمد السحار - وطبيب ثالث من وزارة الصحة، الدكتور زياد التطري، بالإضافة إلى مرافق لمريض. كما أصيب عدد من موظفي منظمة أطباء بلا حدود ومرضى بجروح بالغة.,
INC-054,Al-Awda Hospital,FAC-003,قصف، نيران قناصة,أضرار ناجمة عن القصف الإسرائيلي. قناصة إسرائيليون يطلقون النار على المستشفى.,حاصرت القوات الإسرائيلية مستشفى العودة في جباليا، وهو أحد مستشفيين فقط لا يزالان يعملان في الشمال، وتعرض لأضرار جراء القصف الإسرائيلي. كما وردت أنباء عن إطلاق قناصة إسرائيليين النار على المستشفى.,
INC-055,Al-Awda Hospital,FAC-003,منطقة القتال,مستشفى محاصر من قبل القوات الإسرائيلية، ومقتل اثنين من العاملين في المجال الصحي,في التاسع من ديسمبر، ولليوم الثالث على التوالي، أفادت التقارير بأن مستشفى العودة في جباليا محاصر من قبل القوات والدبابات الإسرائيلية، وأن القتال مستمر في محيطه. وأُفيد بمقتل اثنين من العاملين في المجال الصحي رمياً بالرصاص.,
INC-056,Al-Awda Hospital,FAC-003,منطقة القتال,محاصرة من قبل القوات والدبابات الإسرائيلية، وتدور معارك في محيطها. وأُفيد بمقتل اثنين من العاملين في المجال الصحي رمياً بالرصاص.,أفادت التقارير بمقتل اثنين من العاملين في المجال الصحي رمياً بالرصاص في مستشفى العودة، وسط محاصرة من قبل القوات والدبابات الإسرائيلية، واستمرار القتال لليوم الثالث على التوالي.,
INC-057,Al-Awda Hospital,FAC-003,تطويق,بقايا محاصرة من قبل القوات والدبابات الإسرائيلية,لليوم الثامن على التوالي، لا يزال مستشفى العودة محاصراً من قبل القوات والدبابات الإسرائيلية، وتفيد التقارير بوقوع اشتباكات مع فصائل فلسطينية مسلحة في محيطه. وتشير التقارير إلى أن 250 طبيباً ومريضاً وأفراداً من عائلاتهم محاصرون داخل المستشفى.,
INC-058,Al-Awda Hospital,FAC-003,يضرب,مقتل خمسة أشخاص,قُتل خمسة فلسطينيين على الأقل في غارة جوية إسرائيلية استهدفت مجمع مستشفى العودة في مخيم جباليا للاجئين شمال قطاع غزة. وتعطلت أجزاء من المستشفى، وتضررت عدة سيارات إسعاف.,
INC-059,Al-Awda Hospital - Nusseirat,FAC-004,غارة جوية بطائرة مسيرة,تعرض الطابق الخامس وسطح مبنى الإدارة لضربة جوية إسرائيلية بطائرة مسيرة، مما أدى إلى إتلاف الألواح الشمسية.,تعرض الطابق الخامس وسطح مبنى إدارة مستشفى العودة لضربة جوية إسرائيلية بطائرة مسيرة، مما أدى إلى تعطيل نظام الطاقة الشمسية للمنشأة وإلحاق أضرار بخزانات المياه والوقود.,
INC-060,Al-Awda Hospital,FAC-003,محاصر,مستشفى العودة محاصر ولا يمكن الوصول إليه حالياً.,يُحاصر مستشفى العودة في شمال قطاع غزة منذ 19 مايو/أيار، حيث يُمنع دخوله أو خروجه؛ ولا يزال 148 من العاملين في المستشفى و22 مريضًا ومرافقيهم محاصرين داخله. وأفاد الطاقم الطبي داخل المستشفى بوقوع هجوم في 20 مايو/أيار، حيث استهدف قناصة المبنى، وسقط صاروخ مدفعي على الطابق الخامس، حيث يقع قسم الإدارة.,
INC-061,Al-Awda Hospital,FAC-003,إخلاء قسري,أُجبر معظم الموظفين والمرضى على الإخلاء,بعد حصار دام أربعة أيام، اقتربت الدبابات الإسرائيلية من المستشفى واستخدمت القوات مكبرات الصوت لإصدار أوامر لجميع المرضى والموظفين بالإخلاء، تاركة مجموعة صغيرة من الطاقم الطبي مع عدد قليل من المرضى المصابين بأمراض خطيرة والذين لا يمكن نقلهم، تحت إشراف عسكري.,
INC-062,Al-Awda Hospital,FAC-003,يضرب,تعرض الطابق الخامس والفناء للضرب,تعرض الطابق الخامس من المستشفى وساحته للقصف دون وقوع إصابات.,
INC-063,Al-Awda Hospital,FAC-003,طلقة,ممرضة متطوعة أصيبت برصاصة قاتلة في صدرها أثناء نظرها من النافذة,أكد مكتب الأمم المتحدة لحقوق الإنسان وقوع عدة حالات لأشخاص قُتلوا بالرصاص في مستشفى العودة في جباليا، بما في ذلك ممرضة متطوعة قُتلت برصاصة في صدرها أثناء نظرها من النافذة في 7 ديسمبر 2023.,
