detail_id,event_id,event_name,category,order,time,heading_label,value,content,source,source_link,submission_id,added_by,reviewed_by
DET-128,hist003,Lydda and Ramle,legal,1,,Post-1949 Context (Descriptive Classification),,"Geneva Convention IV (1949): Adopted Aug 12, 1949 (one month after Lydda). Israel ratified Jul 6, 1951; Jordan May 29, 1951. Art. 49: 'Individual or mass forcible transfers... are prohibited regardless of their motive.' Not applicable retroactively to July 1948.",,,,,
DET-129,hist003,Lydda and Ramle,legal,1,,Command Responsibility,,Nuremberg Principles (1946): Established that commanders bear responsibility for crimes committed by subordinates if they knew or should have known and failed to prevent/punish.,,,,,
DET-130,hist003,Lydda and Ramle,legal,1,,Treaty Opposability,,Vienna Convention principle: Treaties not retroactive (Art. 28). Geneva IV cannot be invoked for events predating its adoption.,,,,,
DET-131,hist003,Lydda and Ramle,legal,2,,Law Applicable in July 1948,,Martens Clause (1899/1907): Humanitarian principles binding even where not explicitly codified.,,,,,
DET-132,hist003,Lydda and Ramle,legal,2,,Post-1949 Context (Descriptive Classification),,Rome Statute (1998): Art. 7(1)(d): Deportation or forcible transfer (crimes against humanity); Art. 7(1)(a): Murder (CAH); Art. 8(2)(a)(i): Willful killing (war crimes); Art. 8(2)(b)(xxv): Intentionally starving civilians (war crime). Used descriptively; not retroactive enforcement.,,,,,
DET-133,hist003,Lydda and Ramle,legal,2,,Command Responsibility,,"Application to Operation Dani: Allon (operational commander), Rabin (deputy), Dayan (battalion commander), and Lahis (unit officer) held command positions during documented atrocities. Rabin's own memoir confirms knowledge at highest levels. No investigations or prosecutions pursued.",,,,,
DET-134,hist003,Lydda and Ramle,legal,2,,Treaty Opposability,,Customary IHL: Hague 1907 + Martens Clause bound all parties in 1948 regardless of ratification.,,,,,
DET-135,hist003,Lydda and Ramle,legal,3,,Law Applicable in July 1948,,"Customary IHL: Prohibition of forcible transfer/deportation of civilians; obligation to allow access to essentials (water, medical care) during hostilities.",,,,,
DET-136,hist003,Lydda and Ramle,legal,3,,Post-1949 Context (Descriptive Classification),,Note: Modern classifications aid understanding but do not create retroactive legal obligations.,,,,,
DET-137,hist003,Lydda and Ramle,legal,4,,Law Applicable in July 1948,,Note: These instruments were opposable to all parties in 1948 as customary international humanitarian law.,,,,,
DET-138,hist003,Lydda and Ramle,quick_fact,1,,Event Type,"Massacre, Forced Expulsion, Death March",,,,,,
DET-139,hist003,Lydda and Ramle,quick_fact,2,,Perpetrators,"IDF: Yiftach Brigade (11th), 8th Armored Brigade; Operation Dani command",,,,,,
DET-140,hist003,Lydda and Ramle,quick_fact,3,,Verification,IPS/PalQuest; eyewitness memoirs; Morris scholarship; British archives,,,,,,
DET-141,hist003,Lydda and Ramle,quick_fact,4,,Classification,War Crime (1907 Hague); Crimes Against Humanity (modern),,,,,,
DET-142,hist003,Lydda and Ramle,testimony,1,,Suleiman (Sami) Munayyer,,"Describes fall of Lydda, city-wide panic, and Dahmash Mosque killings. 'Bodies piled inside the mosque. I helped burn corpses.' Estimates 70-80 killed at mosque; other accounts cite up to 250+.",'The Fall of Lydda' memoir (archived PDF),https://web.archive.org/web/20120723132022/http://www.palestine-studies.org/enakba/Memoirs/Munayyer%2C%20The%20Fall%20of%20Lydda.pdf,,,
DET-143,hist003,Lydda and Ramle,testimony,2,,Reja-e Busailah,,Crowds were herded off the road into rough terrain. Loudspeakers compelled movement. The march brought exhaustion and death. Bodies left along the route.,Memoir/testimony reproduced by IPS/PalQuest,https://www.palquest.org/en/highlight/24073/lydda-9-13-july-1948,,,
DET-144,hist003,Lydda and Ramle,testimony,3,,Ismail Shammout,,People chewed grass for moisture. Infants died on the march. Attempts to obtain water were met with threats. I saw elderly collapse and die. The heat was unbearable.,Interview excerpt cited by IPS/PalQuest,https://www.palquest.org/en/highlight/24073/lydda-9-13-july-1948,,,
DET-145,hist003,Lydda and Ramle,testimony,4,,Yitzhak Rabin,,'What shall we do with the Arabs?' I asked [Ben-Gurion]. He waved his hand in a gesture meaning: Expel them. [This passage was censored from 1979 Hebrew edition of memoir; restored in later editions.],The Rabin Memoirs (1979/later editions); cited in Morris 2004,https://en.wikipedia.org/wiki/1948_Palestinian_expulsion_from_Lydda_and_Ramle#Rabin's_account,,,
DET-146,hist003,Lydda and Ramle,timeline,1,"July 9–10, 1948",Operation Dani begins,,Israeli forces advance toward Lydda-Ramle sector. Allon commands operation; Rabin deputy; Dayan leads ground battalion.,IPS/PalQuest,https://www.palquest.org/en/highlight/24073/lydda-9-13-july-1948,,,
DET-147,hist003,Lydda and Ramle,timeline,2,"July 11, 1948",Assault on Lydda,,8th Armored Brigade and infantry enter Lydda. Heavy fire reported; panic spreads. Ramle falls same day with less resistance.,IPS/PalQuest,https://www.palquest.org/en/highlight/24073/lydda-9-13-july-1948,,,
DET-148,hist003,Lydda and Ramle,timeline,3,"July 12, 1948 (afternoon)",Dahmash Mosque massacre,,Soldiers enter mosque compound; gunfire and grenades kill 70–250+ (estimates vary). Bodies piled inside and around mosque.,Munayyer memoir,https://web.archive.org/web/20120723132022/http://www.palestine-studies.org/enakba/Memoirs/Munayyer%2C%20The%20Fall%20of%20Lydda.pdf,,,
DET-149,hist003,Lydda and Ramle,timeline,4,"July 12, 1948 (evening)",Expulsion order issued,,Allon/Rabin command issues expulsion order. Rabin later wrote he asked Ben-Gurion 'What shall we do with the Arabs?' and received hand gesture to expel (censored from 1979 memoir).,Rabin memoirs analysis,https://en.wikipedia.org/wiki/1948_Palestinian_expulsion_from_Lydda_and_Ramle#Rabin's_account,,,
DET-150,hist003,Lydda and Ramle,timeline,5,"July 12–13, 1948",Death march begins,,"50,000–70,000 Palestinians forced on foot toward Ramallah. Extreme heat (July); no water provided. Loudspeakers compel movement; soldiers prevent aid.",IPS/PalQuest,https://www.palquest.org/en/highlight/24073/lydda-9-13-july-1948,,,
DET-151,hist003,Lydda and Ramle,timeline,6,"July 13–15, 1948",March continues; deaths mount,,"Infants, elderly die en route. Survivors describe chewing grass for moisture, bodies left along road. International observers later document suffering.",IPS/PalQuest,https://www.palquest.org/en/highlight/24073/lydda-9-13-july-1948,,,
DET-152,hist003,Lydda and Ramle,war_crime,1,,City-Wide Shootings,,Widespread killings in streets and homes during and after assault. Bodies reported throughout Lydda. Estimates: several hundred killed in city.,IPS/PalQuest Overview,https://www.palquest.org/en/highlight/24073/lydda-9-13-july-1948,,,
DET-153,hist003,Lydda and Ramle,war_crime,2,,Dahmash Mosque Massacre,,Soldiers entered mosque compound where civilians sheltered. Gunfire and grenades killed 70–250+ (estimates vary widely). Munayyer describes bodies piled inside; he helped burn corpses. Among deadliest single incidents of 1948.,'The Fall of Lydda' (Munayyer memoir),https://web.archive.org/web/20120723132022/http://www.palestine-studies.org/enakba/Memoirs/Munayyer%2C%20The%20Fall%20of%20Lydda.pdf,,,
DET-154,hist003,Lydda and Ramle,war_crime,3,,Forced Expulsion & 'Death March',,"50,000–70,000 expelled on foot toward Ramallah in extreme July heat. Loudspeakers: 'Get out or we will shoot.' No water, no aid. Survivors: 'Crowds were herded into rough terrain... exhaustion and death.'",Survivor Testimonies,https://www.palquest.org/en/highlight/24073/lydda-9-13-july-1948,,,
DET-155,hist003,Lydda and Ramle,war_crime,4,,Deaths of Infants & Elderly on March,,Ismail Shammout: 'Infants died on the march. People chewed grass for moisture. Attempts to obtain water were met with threats.' Elderly collapsed; bodies left along road.,IPS/PalQuest Testimonies,https://www.palquest.org/en/highlight/24073/lydda-9-13-july-1948,,,
DET-156,hist003,Lydda and Ramle,war_crime,5,,Denial of Water & Aid,,Soldiers prevented access to water sources. Survivors report threats and violence when attempting to help collapsed marchers or seek water.,IPS/PalQuest Excerpts,https://www.palquest.org/en/highlight/24073/lydda-9-13-july-1948,,,
DET-157,hist003,Lydda and Ramle,war_crime,6,,Looting & Property Seizure,,Homes looted during and after takeover. Property of expelled population seized. Lydda and Ramle renamed Lod and Ramla; repopulated with Jewish immigrants.,IPS Portal Entry,https://www.palestine-studies.org/en/node/1657540,,,
DET-158,hist004,Qibya ,casualty,1,,Civilians Killed,69,Two-thirds women and children; killed in homes,UN Security Council Report S/3113 (1953),https://www.un.org/unispal/document/auto-insert-177183/,,,
DET-159,hist004,Qibya ,casualty,2,,Wounded,15,Documented by Jordanian authorities; actual number likely higher,,,,,
DET-160,hist004,Qibya ,casualty,3,,Houses Destroyed,45,Plus school and mosque demolished with explosives,Mixed Armistice Commission Report,https://www.un.org/unispal/document/auto-insert-177183/,,,
DET-161,hist004,Qibya ,commander,1,1928-2014,Ariel Sharon,,Commanded Unit 101 during Qibya operation. Led approximately 600 troops in attack. Later wrote orders were for 'maximal killing and damage.' Never prosecuted. Subsequently served as Defense Minister (1981-83) and Prime Minister (2001-2006).,,,,,
DET-162,hist004,Qibya ,commander,2,1915-1981,Moshe Dayan,,"Supervised planning of Operation Shoshana. Approved Sharon's operational plan for Qibya attack. Chief of Staff during 1956 Suez Crisis operations. Later Defense Minister (1967, 1969-74). Never faced accountability for 1953 operation.",,,,,
DET-163,hist004,Qibya ,commander,3,1886-1973,David Ben-Gurion,,"Authorized Operation Shoshana and reprisal policy. After massacre, falsely claimed attack carried out by Israeli civilians, not military. Later privately acknowledged military responsibility. Stated: 'It doesn't make any real difference what will be said about Qibya around the world.'",,,,,
DET-164,hist004,Qibya ,commander,4,1904-1976,Pinhas Lavon,,Temporary Defense Minister while Ben-Gurion on leave. Approved Operation Shoshana. Foreign Minister Moshe Sharett opposed operation but Lavon proceeded with approval of Ben-Gurion.,,,,,
DET-165,hist004,Qibya ,historical_impact,1,,Immediate Impact,,First major 'reprisal raid' establishing Israeli policy of disproportionate retaliation,,,,,
DET-166,hist004,Qibya ,historical_impact,1,,Long-term Significance,,Established precedent for Israeli 'collective punishment' operations,,,,,
DET-167,hist004,Qibya ,historical_impact,1,,Accountability & Leadership,,✗ No Israeli personnel prosecuted or held criminally accountable,,,,,
DET-168,hist004,Qibya ,historical_impact,2,,Immediate Impact,,"Universal international condemnation including from US, UN, and global Jewish communities",,,,,
DET-169,hist004,Qibya ,historical_impact,2,,Long-term Significance,,UN Resolution 101 became reference point for future condemnations,,,,,
DET-170,hist004,Qibya ,historical_impact,2,,Accountability & Leadership,,"✗ Ariel Sharon promoted, later became Defense Minister (1981) then Prime Minister (2001-2006)",,,,,
DET-171,hist004,Qibya ,historical_impact,3,,Immediate Impact,,US suspended economic aid to Israel until cooperation with UN investigations,,,,,
DET-172,hist004,Qibya ,historical_impact,3,,Long-term Significance,,Created template for Unit 101 operations (Sharon's 'special forces' model),,,,,
DET-173,hist004,Qibya ,historical_impact,3,,Accountability & Leadership,,"✗ Sharon awarded Nobel Peace Prize (with Arafat, Rabin) in 1994 for Oslo Accords",,,,,
DET-174,hist004,Qibya ,historical_impact,4,,Immediate Impact,,"Jordanian authorities arrested over 1,000 suspected fedayeen to prevent Israeli reprisals",,,,,
DET-175,hist004,Qibya ,historical_impact,4,,Long-term Significance,,Demonstrated pattern: major Palestinian attacks followed by massive Israeli reprisals,,,,,
DET-176,hist004,Qibya ,historical_impact,4,,Accountability & Leadership,,✗ International attempts to prosecute Sharon for war crimes (Sabra/Shatila) blocked,,,,,
DET-177,hist004,Qibya ,historical_impact,5,,Immediate Impact,,Relative quiet on Jordanian border for period following operation,,,,,
DET-178,hist004,Qibya ,historical_impact,5,,Long-term Significance,,Part of escalating cycle leading to 1956 Suez Crisis,,,,,
DET-179,hist004,Qibya ,historical_impact,5,,Accountability & Leadership,,✓ UN Resolution 101 remains on record as 'strongest censure',,,,,
DET-180,hist004,Qibya ,legal,1,,Armistice Agreement Violations (1949),,Article II & III breaches: Unprovoked military attack across armistice line into Jordanian territory. Mixed Armistice Commission found Israel in 'clear breach' of agreement.,,,,,
DET-181,hist004,Qibya ,legal,1,,Customary International Humanitarian Law,,"Distinction principle: Failed to distinguish between military and civilian targets. Deliberate targeting of civilian homes, school, and mosque.",,,,,
DET-182,hist004,Qibya ,legal,1,,Modern Classification (Descriptive),,"Under contemporary international law (Geneva Conventions, Rome Statute), actions would constitute: willful killing of civilians, extensive destruction not justified by military necessity, attacks on civilian objects.",,,,,
DET-183,hist004,Qibya ,legal,2,,Armistice Agreement Violations (1949),,Disproportionate force: Response to one incident (3 deaths) with military operation killing 69 civilians deemed grossly disproportionate by international observers.,,,,,
